#size  time  space
2  17  8
4  71  8
8  220  8
16  635  8
32  1705  8
64  4706  8
128  13521  8
256  38063  8
512  101540  8
1024  210818  8
2048  701624  8
4096  1872686  8
8192  4586989  8
16384  12268714  8
